"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"38","North Dakota","38001965600","Adams County, ND - 38001965600","2021","0.54","",
"38","North Dakota","38003967900","Barnes County, ND - 38003967900","2021","0.70","",
"38","North Dakota","38003968000","Barnes County, ND - 38003968000","2021","0.67","",
"38","North Dakota","38003968200","Barnes County, ND - 38003968200","2021","0.59","",
"38","North Dakota","38003968300","Barnes County, ND - 38003968300","2021","0.59","",
"38","North Dakota","38005940100","Benson County, ND - 38005940100","2021","0.56","",
"38","North Dakota","38005940200","Benson County, ND - 38005940200","2021","0.54","",
"38","North Dakota","38005956500","Benson County, ND - 38005956500","2021","0.56","",
"38","North Dakota","38005956600","Benson County, ND - 38005956600","2021","0.60","",
"38","North Dakota","38007963100","Billings County, ND - 38007963100","2021","0.39","",
"38","North Dakota","38009952300","Bottineau County, ND - 38009952300","2021","0.59","",
"38","North Dakota","38009952400","Bottineau County, ND - 38009952400","2021","0.63","",
"38","North Dakota","38009952500","Bottineau County, ND - 38009952500","2021","0.63","",
"38","North Dakota","38011965200","Bowman County, ND - 38011965200","2021","0.45","",
"38","North Dakota","38011965300","Bowman County, ND - 38011965300","2021","0.42","",
"38","North Dakota","38013953300","Burke County, ND - 38013953300","2021","0.57","",
"38","North Dakota","38015010100","Burleigh County, ND - 38015010100","2021","0.33","",
"38","North Dakota","38015010200","Burleigh County, ND - 38015010200","2021","0.37","",
"38","North Dakota","38015010300","Burleigh County, ND - 38015010300","2021","0.41","",
"38","North Dakota","38015010400","Burleigh County, ND - 38015010400","2021","0.42","",
"38","North Dakota","38015010500","Burleigh County, ND - 38015010500","2021","0.48","",
"38","North Dakota","38015010600","Burleigh County, ND - 38015010600","2021","0.49","",
"38","North Dakota","38015010700","Burleigh County, ND - 38015010700","2021","0.38","",
"38","North Dakota","38015010800","Burleigh County, ND - 38015010800","2021","0.29","",
"38","North Dakota","38015010900","Burleigh County, ND - 38015010900","2021","0.38","",
"38","North Dakota","38015011001","Burleigh County, ND - 38015011001","2021","0.47","",
"38","North Dakota","38015011002","Burleigh County, ND - 38015011002","2021","0.48","",
"38","North Dakota","38015011101","Burleigh County, ND - 38015011101","2021","0.40","",
"38","North Dakota","38015011103","Burleigh County, ND - 38015011103","2021","0.45","",
"38","North Dakota","38015011104","Burleigh County, ND - 38015011104","2021","0.47","",
"38","North Dakota","38015011105","Burleigh County, ND - 38015011105","2021","0.45","",
"38","North Dakota","38015011200","Burleigh County, ND - 38015011200","2021","0.52","",
"38","North Dakota","38015011300","Burleigh County, ND - 38015011300","2021","0.46","",
"38","North Dakota","38015011400","Burleigh County, ND - 38015011400","2021","0.54","",
"38","North Dakota","38015011500","Burleigh County, ND - 38015011500","2021","0.52","",
"38","North Dakota","38017000100","Cass County, ND - 38017000100","2021","0.63","",
"38","North Dakota","38017000201","Cass County, ND - 38017000201","2021","0.56","",
"38","North Dakota","38017000202","Cass County, ND - 38017000202","2021","0.51","",
"38","North Dakota","38017000300","Cass County, ND - 38017000300","2021","0.61","",
"38","North Dakota","38017000400","Cass County, ND - 38017000400","2021","0.52","",
"38","North Dakota","38017000501","Cass County, ND - 38017000501","2021","0.52","",
"38","North Dakota","38017000502","Cass County, ND - 38017000502","2021","0.46","",
"38","North Dakota","38017000600","Cass County, ND - 38017000600","2021","0.34","",
"38","North Dakota","38017000700","Cass County, ND - 38017000700","2021","0.26","",
"38","North Dakota","38017000801","Cass County, ND - 38017000801","2021","0.54","",
"38","North Dakota","38017000802","Cass County, ND - 38017000802","2021","0.51","",
"38","North Dakota","38017000901","Cass County, ND - 38017000901","2021","0.54","",
"38","North Dakota","38017000903","Cass County, ND - 38017000903","2021","0.40","",
"38","North Dakota","38017000904","Cass County, ND - 38017000904","2021","0.52","",
"38","North Dakota","38017001001","Cass County, ND - 38017001001","2021","0.47","",
"38","North Dakota","38017001002","Cass County, ND - 38017001002","2021","0.58","",
"38","North Dakota","38017010106","Cass County, ND - 38017010106","2021","0.33","",
"38","North Dakota","38017010107","Cass County, ND - 38017010107","2021","0.39","",
"38","North Dakota","38017010108","Cass County, ND - 38017010108","2021","0.40","",
"38","North Dakota","38017010109","Cass County, ND - 38017010109","2021","0.40","",
"38","North Dakota","38017010201","Cass County, ND - 38017010201","2021","0.49","",
"38","North Dakota","38017010203","Cass County, ND - 38017010203","2021","0.44","",
"38","North Dakota","38017010204","Cass County, ND - 38017010204","2021","0.48","",
"38","North Dakota","38017010303","Cass County, ND - 38017010303","2021","0.47","",
"38","North Dakota","38017010305","Cass County, ND - 38017010305","2021","0.45","",
"38","North Dakota","38017010306","Cass County, ND - 38017010306","2021","0.51","",
"38","North Dakota","38017010307","Cass County, ND - 38017010307","2021","0.61","",
"38","North Dakota","38017040100","Cass County, ND - 38017040100","2021","0.72","",
"38","North Dakota","38017040200","Cass County, ND - 38017040200","2021","0.74","",
"38","North Dakota","38017040300","Cass County, ND - 38017040300","2021","0.74","",
"38","North Dakota","38017040400","Cass County, ND - 38017040400","2021","0.72","",
"38","North Dakota","38017040500","Cass County, ND - 38017040500","2021","0.67","",
"38","North Dakota","38017040600","Cass County, ND - 38017040600","2021","0.75","",
"38","North Dakota","38019950900","Cavalier County, ND - 38019950900","2021","0.59","",
"38","North Dakota","38019951100","Cavalier County, ND - 38019951100","2021","0.65","",
"38","North Dakota","38021973200","Dickey County, ND - 38021973200","2021","0.70","",
"38","North Dakota","38021973300","Dickey County, ND - 38021973300","2021","0.66","",
"38","North Dakota","38021973400","Dickey County, ND - 38021973400","2021","0.68","",
"38","North Dakota","38023954500","Divide County, ND - 38023954500","2021","0.57","",
"38","North Dakota","38025962200","Dunn County, ND - 38025962200","2021","0.50","",
"38","North Dakota","38027959200","Eddy County, ND - 38027959200","2021","0.60","",
"38","North Dakota","38029966500","Emmons County, ND - 38029966500","2021","0.57","",
"38","North Dakota","38031959600","Foster County, ND - 38031959600","2021","0.63","",
"38","North Dakota","38033962900","Golden Valley County, ND - 38033962900","2021","0.37","",
"38","North Dakota","38035010100","Grand Forks County, ND - 38035010100","2021","0.43","",
"38","North Dakota","38035010200","Grand Forks County, ND - 38035010200","2021","0.49","",
"38","North Dakota","38035010300","Grand Forks County, ND - 38035010300","2021","0.39","",
"38","North Dakota","38035010400","Grand Forks County, ND - 38035010400","2021","0.48","",
"38","North Dakota","38035010600","Grand Forks County, ND - 38035010600","2021","0.50","",
"38","North Dakota","38035010700","Grand Forks County, ND - 38035010700","2021","0.41","",
"38","North Dakota","38035010801","Grand Forks County, ND - 38035010801","2021","0.42","",
"38","North Dakota","38035010803","Grand Forks County, ND - 38035010803","2021","0.41","",
"38","North Dakota","38035010804","Grand Forks County, ND - 38035010804","2021","0.49","",
"38","North Dakota","38035010900","Grand Forks County, ND - 38035010900","2021","0.62","",
"38","North Dakota","38035011000","Grand Forks County, ND - 38035011000","2021","0.48","",
"38","North Dakota","38035011100","Grand Forks County, ND - 38035011100","2021","0.56","",
"38","North Dakota","38035011200","Grand Forks County, ND - 38035011200","2021","0.47","",
"38","North Dakota","38035011400","Grand Forks County, ND - 38035011400","2021","0.67","",
"38","North Dakota","38035011700","Grand Forks County, ND - 38035011700","2021","0.66","",
"38","North Dakota","38035011800","Grand Forks County, ND - 38035011800","2021","0.71","",
"38","North Dakota","38035011900","Grand Forks County, ND - 38035011900","2021","0.53","",
"38","North Dakota","38035012000","Grand Forks County, ND - 38035012000","2021","0.68","",
"38","North Dakota","38037965900","Grant County, ND - 38037965900","2021","0.52","",
"38","North Dakota","38039968600","Griggs County, ND - 38039968600","2021","0.63","",
"38","North Dakota","38041964700","Hettinger County, ND - 38041964700","2021","0.58","",
"38","North Dakota","38041964800","Hettinger County, ND - 38041964800","2021","0.62","",
"38","North Dakota","38043966800","Kidder County, ND - 38043966800","2021","0.57","",
"38","North Dakota","38045972100","LaMoure County, ND - 38045972100","2021","0.69","",
"38","North Dakota","38045972200","LaMoure County, ND - 38045972200","2021","0.68","",
"38","North Dakota","38047972500","Logan County, ND - 38047972500","2021","0.60","",
"38","North Dakota","38049955600","McHenry County, ND - 38049955600","2021","0.54","",
"38","North Dakota","38049955900","McHenry County, ND - 38049955900","2021","0.53","",
"38","North Dakota","38051972900","McIntosh County, ND - 38051972900","2021","0.57","",
"38","North Dakota","38053940100","McKenzie County, ND - 38053940100","2021","0.51","",
"38","North Dakota","38053962300","McKenzie County, ND - 38053962300","2021","0.41","",
"38","North Dakota","38053962400","McKenzie County, ND - 38053962400","2021","0.33","",
"38","North Dakota","38053962500","McKenzie County, ND - 38053962500","2021","0.43","",
"38","North Dakota","38055960800","McLean County, ND - 38055960800","2021","0.51","",
"38","North Dakota","38055961000","McLean County, ND - 38055961000","2021","0.46","",
"38","North Dakota","38057961600","Mercer County, ND - 38057961600","2021","0.47","",
"38","North Dakota","38057961700","Mercer County, ND - 38057961700","2021","0.45","",
"38","North Dakota","38057961800","Mercer County, ND - 38057961800","2021","0.46","",
